CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate,student_profile
8.417,sql  html/css  python,data science,Data Analyst,21.0,Male,Delhi,B.Sc,BBA,Working Professional,leadership,"Tamil, English",aws  machine learning,Field Work,Analytical,Part-time Job,Employee of the Month,leadership,Yes,sql  html/css  python data science leadership aws  machine learning leadership
5.587,react,software development,Frontend Developer,26.0,Female,Amalapuram,MBA,BBA,Student,teamwork  leadership,Tamil,full stack development  gcp,Hybrid,Social,Unknown,Hackathon Winner,leadership,No,react software development teamwork  leadership full stack development  gcp leadership
8.818999999999999,python  data analysis,cybersecurity,Security Engineer,24.0,Female,Hyderabad,MBA,Civil,Student,communication  time management,"Tamil, Kannada",unknown,Remote,Analytical,Research Assistant,Unknown,project management,Yes,python  data analysis cybersecurity communication  time management unknown project management
8.238,javascript  react  data analysis,marketing,SEO Analyst,25.0,Other,Hyderabad,10th,IT,Working Professional,leadership,Kannada,data science  machine learning,Remote,Creative,Freelance Project,Top Performer,data analysis,Yes,javascript  react  data analysis marketing leadership data science  machine learning data analysis
6.252000000000001,java  python,data science,Data Scientist,29.0,Female,Mumbai,B.Sc,ECE,Working Professional,time management  creativity,"English, Hindi",machine learning  full stack development,Hybrid,Technical,Freelance Project,Published Paper,teamwork,Yes,java  python data science time management  creativity machine learning  full stack development teamwork
7.081999999999999,node.js  javascript  python,management,Business Manager,24.0,Female,Bangalore,M.Tech,Civil,Working Professional,creativity,English,unknown,Hybrid,Creative,Part-time Job,Unknown,teamwork,Yes,node.js  javascript  python management creativity unknown teamwork
5.682,react  html/css,ai/ml,Deep Learning Engineer,20.0,Female,Delhi,M.Sc,Commerce,Student,teamwork  problem solving  time management,"Kannada, Tamil",data science  full stack development,Remote,Creative,Startup Experience,Published Paper,leadership,Yes,react  html/css ai/ml teamwork  problem solving  time management data science  full stack development leadership
7.177,html/css  react  java,software development,Backend Developer,27.0,Other,Hyderabad,M.Tech,Commerce,Working Professional,communication,"Marathi, Tamil",aws  machine learning,Hybrid,Technical,Freelance Project,Awarded Best Project,data analysis,No,html/css  react  java software development communication aws  machine learning data analysis
5.0520000000000005,sql  data analysis,marketing,SEO Analyst,28.0,Female,Pune,B.Tech,IT,Student,teamwork  problem solving,"Marathi, Kannada",python,Remote,Social,Research Assistant,Employee of the Month,leadership,No,sql  data analysis marketing teamwork  problem solving python leadership
8.201,javascript  sql  html/css,software development,Software Engineer,19.0,Female,Amalapuram,B.Tech,Commerce,Working Professional,teamwork  time management  communication,"Telugu, English",data science,Remote,Technical,Internship at XYZ,Unknown,project management,No,javascript  sql  html/css software development teamwork  time management  communication data science project management
7.202,html/css,ai/ml,AI Researcher,28.0,Other,Chennai,M.Sc,IT,Graduate,teamwork  time management,"Telugu, English",gcp  machine learning,Remote,Technical,Startup Experience,Unknown,project management,No,html/css ai/ml teamwork  time management gcp  machine learning project management
5.558,node.js  html/css,cybersecurity,Cybersecurity Analyst,20.0,Other,Bangalore,MCA,BBA,Student,leadership,Marathi,unknown,Field Work,Analytical,Part-time Job,Hackathon Winner,leadership,Yes,node.js  html/css cybersecurity leadership unknown leadership
8.7,react  javascript  html/css,management,Project Manager,24.0,Female,Bangalore,12th,Commerce,Graduate,creativity  time management  teamwork,Telugu,gcp,Office,Creative,Freelance Project,Employee of the Month,leadership,No,react  javascript  html/css management creativity  time management  teamwork gcp leadership
6.406999999999999,data analysis,ai/ml,AI Researcher,30.0,Male,Amalapuram,B.Sc,Civil,Graduate,creativity,"Telugu, Tamil",aws,Office,Creative,Internship at XYZ,Top Performer,programming,Yes,data analysis ai/ml creativity aws programming
9.679,data analysis,management,Project Manager,28.0,Male,Vizag,B.Sc,BBA,Student,creativity  time management,"Hindi, Telugu",python,Office,Creative,Part-time Job,Unknown,leadership,No,data analysis management creativity  time management python leadership
9.421,javascript  react,management,Project Manager,18.0,Other,Mumbai,B.Tech,BBA,Student,problem solving  creativity  teamwork,English,unknown,Hybrid,Social,Research Assistant,Unknown,problem solving,Yes,javascript  react management problem solving  creativity  teamwork unknown problem solving
9.768,c++  java  node.js,cybersecurity,Security Engineer,27.0,Other,Hyderabad,B.Tech,ECE,Student,communication  creativity  problem solving,Kannada,unknown,Remote,Creative,Freelance Project,Awarded Best Project,leadership,Yes,c++  java  node.js cybersecurity communication  creativity  problem solving unknown leadership
9.406,java  python  html/css,cybersecurity,Ethical Hacker,25.0,Male,Bangalore,10th,BBA,Graduate,creativity,Hindi,data science  azure,Hybrid,Creative,Startup Experience,Awarded Best Project,programming,No,java  python  html/css cybersecurity creativity data science  azure programming
5.957,html/css  data analysis  python,management,Business Manager,24.0,Female,Bangalore,B.Sc,IT,Working Professional,time management,English,gcp  python,Office,Analytical,Unknown,Awarded Best Project,programming,Yes,html/css  data analysis  python management time management gcp  python programming
9.752,react  sql  html/css,data science,Data Scientist,26.0,Male,Amalapuram,M.Tech,EEE,Working Professional,problem solving  teamwork  creativity,Tamil,unknown,Office,Analytical,Internship at XYZ,Hackathon Winner,leadership,Yes,react  sql  html/css data science problem solving  teamwork  creativity unknown leadership
7.801,react,data science,Business Analyst,29.0,Male,Vizag,MBA,IT,Student,teamwork,"Hindi, Kannada",machine learning,Hybrid,Social,Startup Experience,Hackathon Winner,data analysis,Yes,react data science teamwork machine learning data analysis
6.099,react,software development,Backend Developer,20.0,Female,Pune,10th,BBA,Graduate,communication  problem solving,Kannada,gcp  aws,Hybrid,Creative,Unknown,Awarded Best Project,data analysis,Yes,react software development communication  problem solving gcp  aws data analysis
7.779000000000001,react  c++  html/css,cybersecurity,Cybersecurity Analyst,25.0,Female,Delhi,MBA,Mechanical,Working Professional,creativity  leadership,"Tamil, Kannada",unknown,Office,Social,Freelance Project,Published Paper,problem solving,No,react  c++  html/css cybersecurity creativity  leadership unknown problem solving
5.622999999999999,data analysis  sql,ai/ml,AI Researcher,27.0,Other,Chennai,10th,Civil,Student,problem solving  leadership,"Marathi, Tamil",full stack development  azure,Field Work,Creative,Freelance Project,Unknown,teamwork,Yes,data analysis  sql ai/ml problem solving  leadership full stack development  azure teamwork
5.418,react  node.js,ai/ml,Machine Learning Engineer,19.0,Female,Bangalore,MBA,Commerce,Student,problem solving  leadership,Hindi,data science,Remote,Social,Research Assistant,Hackathon Winner,problem solving,Yes,react  node.js ai/ml problem solving  leadership data science problem solving
7.759,sql  node.js,ai/ml,AI Researcher,21.0,Female,Vizag,12th,CSE,Student,time management,Kannada,machine learning,Remote,Analytical,Part-time Job,Awarded Best Project,project management,Yes,sql  node.js ai/ml time management machine learning project management
6.875,react  sql  html/css,cybersecurity,Security Engineer,28.0,Male,Delhi,M.Sc,ECE,Working Professional,teamwork  communication  creativity,Marathi,machine learning,Office,Social,Research Assistant,Top Performer,leadership,Yes,react  sql  html/css cybersecurity teamwork  communication  creativity machine learning leadership
8.328,javascript,management,Operations Manager,30.0,Female,Hyderabad,M.Tech,BBA,Graduate,communication  time management,Telugu,data science  machine learning,Hybrid,Social,Startup Experience,Unknown,leadership,No,javascript management communication  time management data science  machine learning leadership
7.757,html/css  react,ai/ml,Machine Learning Engineer,23.0,Male,Delhi,B.Sc,Mechanical,Student,teamwork  creativity  communication,"English, Hindi",python  full stack development,Field Work,Technical,Freelance Project,Unknown,programming,Yes,html/css  react ai/ml teamwork  creativity  communication python  full stack development programming
7.991,javascript  data analysis  node.js,cybersecurity,Ethical Hacker,22.0,Other,Mumbai,B.Sc,Civil,Working Professional,teamwork  communication,Hindi,unknown,Field Work,Creative,Startup Experience,Published Paper,data analysis,No,javascript  data analysis  node.js cybersecurity teamwork  communication unknown data analysis
7.638,data analysis,data science,Data Scientist,24.0,Other,Delhi,M.Sc,BBA,Graduate,creativity  problem solving  leadership,"Marathi, Kannada",python,Hybrid,Social,Research Assistant,Awarded Best Project,problem solving,No,data analysis data science creativity  problem solving  leadership python problem solving
5.51,python  node.js,data science,Business Analyst,26.0,Female,Hyderabad,B.Tech,CSE,Working Professional,creativity,Marathi,data science,Hybrid,Creative,Research Assistant,Hackathon Winner,teamwork,Yes,python  node.js data science creativity data science teamwork
8.5,sql,data science,Data Scientist,20.0,Male,Bangalore,M.Tech,BBA,Graduate,communication,"Marathi, Telugu",unknown,Hybrid,Technical,Startup Experience,Unknown,leadership,Yes,sql data science communication unknown leadership
8.815999999999999,python,design,Product Designer,21.0,Female,Amalapuram,MCA,IT,Graduate,communication  teamwork,"Hindi, English",azure  data science,Hybrid,Social,Internship at XYZ,Awarded Best Project,leadership,No,python design communication  teamwork azure  data science leadership
9.925,java,marketing,SEO Analyst,28.0,Female,Delhi,M.Sc,Civil,Working Professional,communication  creativity  teamwork,Kannada,azure,Office,Analytical,Unknown,Hackathon Winner,data analysis,No,java marketing communication  creativity  teamwork azure data analysis
8.601,sql,marketing,SEO Analyst,22.0,Female,Vizag,B.Sc,IT,Working Professional,problem solving  teamwork  leadership,"Marathi, Kannada",machine learning  azure,Field Work,Technical,Startup Experience,Published Paper,data analysis,No,sql marketing problem solving  teamwork  leadership machine learning  azure data analysis
8.587,javascript,cybersecurity,Cybersecurity Analyst,26.0,Female,Chennai,M.Sc,Mechanical,Graduate,leadership  problem solving  teamwork,"Telugu, English",machine learning  azure,Remote,Creative,Internship at XYZ,Employee of the Month,teamwork,Yes,javascript cybersecurity leadership  problem solving  teamwork machine learning  azure teamwork
8.451,node.js,data science,Data Analyst,30.0,Female,Mumbai,B.Tech,EEE,Working Professional,communication  teamwork,Tamil,data science,Remote,Creative,Part-time Job,Unknown,leadership,Yes,node.js data science communication  teamwork data science leadership
