CGPA,Skills,Interest,Career,Age,Gender,Location,Highest_Qualification,Stream,Academic_Level,Soft_Skills,Languages_Known,Certifications,Preferred_Work_Style,Work_Type_Interest,Past_Jobs_Internships,Achievements,Skills_Gained,Willing_to_Relocate
7.733,Python,AI/ML,Deep Learning Engineer,28,Male,Vizag,MBA,CSE,Student,"Teamwork, Creativity",Marathi,"GCP, Data Science",Hybrid,Analytical,Internship at XYZ,Employee of the Month,Project Management,No
5.9079999999999995,SQL,Data Science,Data Analyst,20,Male,Pune,B.Sc,BBA,Working Professional,"Leadership, Creativity","Hindi, Kannada","Full Stack Development, Python",Hybrid,Social,Freelance Project,Published Paper,Problem Solving,Yes
6.43,React,Marketing,Digital Marketing Specialist,26,Female,Mumbai,M.Sc,IT,Student,Time Management,Marathi,Azure,Hybrid,Creative,Internship at XYZ,Awarded Best Project,Teamwork,No
5.705,"Java, Python",Marketing,Marketing Executive,21,Female,Bangalore,12th,EEE,Graduate,"Teamwork, Creativity, Time Management","Telugu, Tamil",GCP,Office,Analytical,,,Project Management,Yes
6.5280000000000005,"HTML/CSS, C++, React",Software Development,Backend Developer,21,Female,Vizag,B.Tech,ECE,Graduate,"Leadership, Communication, Creativity",English,,Remote,Technical,,Published Paper,Programming,No
9.096,"Java, React, JavaScript",Data Science,Data Analyst,26,Other,Amalapuram,12th,Mechanical,Working Professional,"Creativity, Teamwork, Communication","Marathi, Kannada",Full Stack Development,Remote,Analytical,,,Data Analysis,Yes
8.898,"React, Java",Cybersecurity,Cybersecurity Analyst,26,Male,Bangalore,MBA,BBA,Student,Communication,"English, Telugu","Data Science, Full Stack Development",Field Work,Creative,Part-time Job,Employee of the Month,Data Analysis,Yes
7.753,"Java, C++",Marketing,Digital Marketing Specialist,19,Female,Pune,B.Tech,IT,Working Professional,"Leadership, Creativity",Tamil,Python,Remote,Analytical,Research Assistant,Published Paper,Leadership,Yes
7.348999999999999,Data Analysis,Software Development,Full Stack Developer,26,Male,Pune,B.Sc,Mechanical,Student,"Teamwork, Leadership","Kannada, English","Azure, Full Stack Development",Field Work,Social,Internship at XYZ,Published Paper,Problem Solving,Yes
5.585,"Python, Node.js",AI/ML,Machine Learning Engineer,28,Female,Bangalore,B.Tech,IT,Graduate,Teamwork,"Kannada, Marathi",Data Science,Remote,Technical,Research Assistant,Employee of the Month,Data Analysis,Yes
8.693000000000001,JavaScript,Design,UI/UX Designer,28,Other,Bangalore,M.Sc,ECE,Graduate,"Teamwork, Creativity, Communication","English, Telugu","Azure, GCP",Remote,Creative,,,Problem Solving,Yes
7.231999999999999,"React, HTML/CSS",Software Development,Backend Developer,21,Female,Bangalore,M.Tech,IT,Graduate,"Leadership, Problem Solving, Communication","Kannada, Telugu","AWS, Machine Learning",Field Work,Social,Part-time Job,Hackathon Winner,Teamwork,Yes
5.3340000000000005,"C++, Java, Data Analysis",AI/ML,Deep Learning Engineer,23,Other,Bangalore,B.Tech,Civil,Student,"Time Management, Problem Solving, Leadership","Kannada, Telugu",,Remote,Creative,Research Assistant,Awarded Best Project,Programming,No
8.298,"JavaScript, HTML/CSS, C++",Software Development,Backend Developer,18,Other,Mumbai,B.Sc,ECE,Student,"Problem Solving, Creativity, Communication",Kannada,AWS,Field Work,Creative,,Awarded Best Project,Data Analysis,Yes
7.656999999999999,Java,AI/ML,Machine Learning Engineer,21,Other,Delhi,B.Sc,IT,Working Professional,Creativity,Telugu,"Full Stack Development, Python",Office,Technical,Part-time Job,Hackathon Winner,Teamwork,No
9.91,Java,AI/ML,AI Researcher,29,Other,Bangalore,12th,Commerce,Student,"Teamwork, Problem Solving, Time Management",English,"Data Science, Python",Field Work,Technical,Research Assistant,Top Performer,Problem Solving,Yes
8.353,Java,Design,UI/UX Designer,20,Other,Chennai,10th,Civil,Working Professional,"Teamwork, Time Management, Creativity",Marathi,Machine Learning,Office,Analytical,,Published Paper,Data Analysis,No
7.837999999999999,"HTML/CSS, Node.js, Data Analysis",Design,Graphic Designer,28,Female,Chennai,M.Tech,EEE,Graduate,"Creativity, Teamwork","English, Marathi",,Office,Technical,,,Programming,No
6.237,"Data Analysis, Node.js, JavaScript",Marketing,SEO Analyst,24,Male,Mumbai,12th,BBA,Graduate,"Problem Solving, Time Management, Teamwork","Hindi, Marathi","Data Science, Azure",Hybrid,Social,Internship at XYZ,Awarded Best Project,Programming,No
6.047,HTML/CSS,Design,Graphic Designer,21,Male,Chennai,B.Tech,Civil,Graduate,Problem Solving,"Kannada, Tamil",,Field Work,Technical,,Top Performer,Data Analysis,Yes
8.163,"Java, Python",Management,Project Manager,22,Other,Hyderabad,B.Tech,Civil,Graduate,"Problem Solving, Teamwork, Leadership","Kannada, Hindi",Azure,Field Work,Social,Startup Experience,Top Performer,Data Analysis,Yes
9.484,C++,Cybersecurity,Security Engineer,30,Other,Mumbai,M.Tech,Commerce,Student,"Creativity, Communication","English, Telugu",Full Stack Development,Office,Analytical,Internship at XYZ,Awarded Best Project,Data Analysis,Yes
8.301,"C++, JavaScript",Cybersecurity,Ethical Hacker,27,Other,Amalapuram,MBA,Commerce,Graduate,"Problem Solving, Creativity, Teamwork",English,,Remote,Analytical,Freelance Project,Published Paper,Leadership,Yes
9.467,React,Software Development,Frontend Developer,23,Female,Mumbai,B.Tech,Mechanical,Student,"Teamwork, Leadership, Communication","Kannada, Hindi",AWS,Hybrid,Technical,Research Assistant,Published Paper,Project Management,No
7.499,HTML/CSS,Software Development,Full Stack Developer,20,Female,Pune,B.Sc,EEE,Student,"Time Management, Leadership, Teamwork","Marathi, Telugu","Python, Azure",Remote,Technical,Freelance Project,Hackathon Winner,Data Analysis,No
7.73,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
7.66,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
9.27,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
9.68,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
9.49,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
8.7,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
7.5,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
7.79,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.06,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
8.94,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
7.26,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
7.57,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
7.43,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
7.75,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
7.28,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
8.15,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
7.73,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
9.29,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
9.5,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
8.66,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
7.71,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
7.88,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.57,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
7.2,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
8.56,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
7.72,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
7.47,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
9.78,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
9.44,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
9.31,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
8.4,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
6.63,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
6.73,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
7.46,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
6.42,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
8.07,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.54,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
8.2,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
8.7,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
6.32,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
7.04,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.55,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
7.11,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.39,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
8.68,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
9.42,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
6.12,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.42,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
7.25,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
9.75,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
7.17,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
7.98,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
8.55,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
9.12,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
6.67,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
6.5,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.11,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.51,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
9.61,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
7.01,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
9.47,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
8.57,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
7.25,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
6.06,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
9.52,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
7.7,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
7.67,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
8.47,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
7.74,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
9.16,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.02,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
8.28,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
7.73,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
6.31,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
9.51,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
9.43,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
6.84,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
6.99,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
6.06,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
7.74,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
6.23,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
8.0,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
9.69,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.47,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
6.25,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
8.8,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
7.57,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
8.94,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
6.08,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
8.49,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
8.22,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
9.32,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.64,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
9.72,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
8.21,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
9.73,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.67,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
6.03,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
6.07,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
7.13,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
7.14,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
9.25,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.19,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
7.38,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
8.89,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
7.16,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.25,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
6.39,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
9.04,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
9.75,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
8.56,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.37,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
6.35,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
8.3,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
8.49,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
7.55,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
9.29,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
8.28,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.61,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
9.57,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.62,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
7.15,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
7.8,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
9.57,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
8.21,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
9.25,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.55,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
6.83,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
9.07,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
7.74,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
6.1,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
8.35,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
8.96,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
7.94,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
6.84,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
6.21,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
6.47,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
6.6,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
8.81,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
7.48,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
6.59,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
6.99,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
9.01,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
6.07,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
9.19,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.84,"JavaScript, React",Web Development,Web Developer,,,,,,,,,,,,,,,
8.46,"UI Design, Figma",Design,UI/UX Designer,,,,,,,,,,,,,,,
6.96,"C++, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
8.66,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
8.3,"AWS, Docker",Cloud Computing,Cloud Engineer,,,,,,,,,,,,,,,
8.22,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
7.41,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
6.77,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
6.79,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
9.29,"Python, Machine Learning",Artificial Intelligence,ML Engineer,,,,,,,,,,,,,,,
9.25,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
8.13,"DevOps, Kubernetes",DevOps,DevOps Engineer,,,,,,,,,,,,,,,
8.87,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
7.16,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
8.51,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
8.13,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
8.25,"Python, SQL",Data Science,Data Analyst,,,,,,,,,,,,,,,
7.83,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
6.5,"Agile, Communication",Product Management,Product Manager,,,,,,,,,,,,,,,
8.22,"Networking, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.54,"Python, Data Analysis",Data Science,Data Scientist,,,,,,,,,,,,,,,
9.1,"Cyber Security, Linux",Cyber Security,Cyber Security Analyst,,,,,,,,,,,,,,,
8.8,"Java, DSA",Software Development,Software Engineer,,,,,,,,,,,,,,,
